0.000	0.514
0.050	0.521
0.100	0.518
0.150	0.518
0.200	0.518
0.250	0.518
0.300	0.518
0.350	0.519
0.400	0.520
0.450	0.523
0.500	0.526
0.550	0.529
0.600	0.529
0.650	0.527
0.700	0.524
0.750	0.523
0.800	0.521
0.850	0.521
0.900	0.521
0.950	0.520
1.000	0.520
1.050	0.519
1.100	0.518
1.150	0.517
1.200	0.516
1.250	0.516
1.300	0.515
1.350	0.515
1.400	0.514
1.450	0.514
1.500	0.513
1.550	0.513
1.600	0.513
1.650	0.512
1.700	0.512
1.750	0.513
1.800	0.516
1.850	0.518
1.900	0.519
1.950	0.518
2.000	0.514
2.050	0.510
2.100	0.511
2.150	0.512
2.200	0.514
2.250	0.512
2.300	0.511
2.350	0.512
2.400	0.514
2.450	0.514
2.500	0.512
2.550	0.509
2.600	0.509
2.650	0.509
2.700	0.510
2.750	0.509
2.800	0.509
2.850	0.511
2.900	0.512
2.950	0.512
3.000	0.511
3.050	0.510
3.100	0.510
3.150	0.510
3.200	0.511
3.250	0.512
3.300	0.513
3.350	0.513
3.400	0.512
3.450	0.511
3.500	0.509
3.550	0.509
3.600	0.509
3.650	0.508
3.700	0.509
3.750	0.510
3.800	0.510
3.850	0.511
3.900	0.512
3.950	0.513
4.000	0.512
4.050	0.510
4.100	0.507
4.150	0.507
4.200	0.508
4.250	0.509
4.300	0.510
4.350	0.513
4.400	0.519
4.450	0.529
4.500	0.527
4.550	0.530
4.600	0.533
4.650	0.533
4.700	0.521
4.750	0.527
4.800	0.517
4.850	0.514
4.900	0.512
4.950	0.511
5.000	0.510
5.050	0.511
5.100	0.511
5.150	0.509
5.200	0.509
5.250	0.511
5.300	0.510
5.350	0.508
5.400	0.509
5.450	0.511
5.500	0.512
5.550	0.512
5.600	0.516
5.650	0.516
5.700	0.515
5.750	0.514
5.800	0.513
5.850	0.513
5.900	0.514
5.950	0.516
6.000	0.517
6.050	0.518
6.100	0.516
6.150	0.515
6.200	0.514
6.250	0.514
6.300	0.514
6.350	0.513
6.400	0.514
6.450	0.514
6.500	0.514
6.550	0.513
6.600	0.509
6.650	0.507
6.700	0.506
6.750	0.507
6.800	0.508
6.850	0.510
6.900	0.511
6.950	0.510
7.000	0.513
7.050	0.512
7.100	0.510
7.150	0.509
7.200	0.509
7.250	0.510
7.300	0.511
7.350	0.511
7.400	0.510
7.450	0.510
7.500	0.509
7.550	0.509
7.600	0.510
7.650	0.512
7.700	0.514
7.750	0.515
7.800	0.516
7.850	0.515
7.900	0.515
7.950	0.515
8.000	0.515
8.050	0.514
8.100	0.512
8.150	0.511
8.200	0.511
8.250	0.512
8.300	0.513
8.350	0.513
8.400	0.513
8.450	0.515
8.500	0.515
8.550	0.514
8.600	0.513
8.650	0.513
8.700	0.513
8.750	0.515
8.800	0.516
8.850	0.517
8.900	0.517
8.950	0.517
9.000	0.517
9.050	0.517
9.100	0.517
9.150	0.517
9.200	0.517
9.250	0.517
9.300	0.517
9.350	0.517
9.400	0.516
9.450	0.516
9.500	0.518
9.550	0.520
9.600	0.523
9.650	0.526
9.700	0.530
9.750	0.533
9.800	0.535
9.850	0.536
9.900	0.537
9.950	0.537
10.000	0.538
10.050	0.536
10.100	0.534
10.150	0.535
10.200	0.525
10.250	0.514
10.300	0.513
10.350	0.512
10.400	0.512
10.450	0.512
10.500	0.512
10.550	0.512
10.600	0.512
10.650	0.512
10.700	0.511
10.750	0.512
10.800	0.512
10.850	0.512
10.900	0.513
10.950	0.514
11.000	0.515
11.050	0.516
11.100	0.518
11.150	0.519
11.200	0.520
11.250	0.520
11.300	0.520
11.350	0.518
11.400	0.513
11.450	0.511
11.500	0.510
11.550	0.510
11.600	0.510
11.650	0.510
11.700	0.510
11.750	0.510
11.800	0.511
11.850	0.510
11.900	0.510
11.950	0.510
12.000	0.511
12.050	0.511
12.100	0.512
12.150	0.512
12.200	0.512
12.250	0.512
12.300	0.512
12.350	0.512
12.400	0.512
12.450	0.513
12.500	0.511
12.550	0.511
12.600	0.510
12.650	0.510
12.700	0.511
12.750	0.511
12.800	0.512
12.850	0.512
12.900	0.513
12.950	0.514
13.000	0.515
13.050	0.516
13.100	0.517
13.150	0.518
13.200	0.518
13.250	0.517
13.300	0.517
13.350	0.517
13.400	0.518
13.450	0.519
13.500	0.520
13.550	0.521
13.600	0.522
13.650	0.523
13.700	0.523
13.750	0.523
13.800	0.524
13.850	0.525
13.900	0.525
13.950	0.524
14.000	0.522
14.050	0.520
14.100	0.518
14.150	0.517
14.200	0.517
14.250	0.519
14.300	0.520
14.350	0.523
14.400	0.525
14.450	0.528
14.500	0.532
14.550	0.536
14.600	0.535
14.650	0.529
14.700	0.527
14.750	0.525
14.800	0.525
14.850	0.524
14.900	0.524
14.950	0.524
15.000	0.526
