0.000	0.513
0.150	0.518
0.300	0.519
0.450	0.519
0.600	0.516
0.750	0.516
0.900	0.515
1.050	0.519
1.200	0.514
1.350	0.517
1.500	0.517
1.650	0.519
1.800	0.519
1.950	0.516
2.100	0.517
2.250	0.517
2.400	0.515
2.550	0.515
2.700	0.511
2.850	0.515
3.000	0.514
3.150	0.514
3.300	0.512
3.450	0.511
3.600	0.516
3.750	0.512
3.900	0.520
4.050	0.516
4.200	0.516
4.350	0.516
4.500	0.531
4.650	0.547
4.800	0.531
4.950	0.525
5.100	0.512
5.250	0.511
5.400	0.514
5.550	0.512
5.700	0.512
5.850	0.516
6.000	0.517
6.150	0.516
6.300	0.510
6.450	0.511
6.600	0.518
6.750	0.511
6.900	0.515
7.050	0.512
7.200	0.509
7.350	0.510
7.500	0.515
7.650	0.515
7.800	0.524
7.950	0.522
8.100	0.522
8.250	0.523
8.400	0.525
8.550	0.522
8.700	0.522
8.850	0.519
9.000	0.518
9.150	0.518
9.300	0.516
9.450	0.520
9.600	0.519
9.750	0.526
9.900	0.534
10.050	0.539
10.200	0.546
10.350	0.532
10.500	0.516
10.650	0.510
10.800	0.512
10.950	0.512
11.100	0.518
11.250	0.521
11.400	0.519
11.550	0.511
11.700	0.510
11.850	0.511
12.000	0.515
12.150	0.519
12.300	0.521
12.450	0.520
12.600	0.519
12.750	0.521
12.900	0.519
13.050	0.519
13.200	0.517
13.350	0.515
13.500	0.512
13.650	0.514
13.800	0.518
13.950	0.521
14.100	0.525
14.250	0.524
14.400	0.527
14.550	0.535
14.700	0.544
14.850	0.537
15.000	0.532
15.000	0.528
