0	2.035	93.964
0.75	2.062	94.689
1.5	1.998	96.486
2.25	2.015	101.161
3	1.961	106.653
3.75	2.013	111.817
4.5	1.908	116.882
5.25	1.979	122
6	1.92	127.224
6.75	1.92	132.569
7.5	1.981	138.069
8.25	1.873	143.702
9	1.895	149.423
9.75	1.999	155.183
10.5	1.949	161.062
11.25	1.903	166.899
12	1.867	172.79
12.75	1.898	178.593
13.5	1.895	184.541
14.25	1.802	190.484
15	1.87	196.592
