0	2.041	50.725
0.75	2.065	51.06
1.5	1.992	51.834
2.25	2.013	54.272
3	1.95	57.063
3.75	2.008	59.633
4.5	1.908	62.123
5.25	1.96	64.622
6	1.922	67.153
6.75	1.947	69.729
7.5	1.926	72.369
8.25	1.855	75.062
9	1.894	77.797
9.75	1.971	80.586
10.5	1.923	83.426
11.25	1.9	86.311
12	1.868	89.265
12.75	1.899	92.28
13.5	1.892	95.34
14.25	1.79	98.442
15	1.9	101.73
