0.000	0.698
0.150	0.635
0.300	0.636
0.450	0.639
0.600	0.639
0.750	0.646
0.900	0.652
1.050	0.650
1.200	0.659
1.350	0.662
1.500	0.665
1.650	0.664
1.800	0.662
1.950	0.657
2.100	0.648
2.250	0.656
2.400	0.661
2.550	0.667
2.700	0.676
2.850	0.685
3.000	0.683
3.150	0.683
3.300	0.688
3.450	0.706
3.600	0.752
3.750	0.710
3.900	0.675
4.050	0.669
4.200	0.668
4.350	0.662
4.500	0.662
4.650	0.655
4.800	0.644
4.950	0.642
5.100	0.634
5.250	0.622
5.400	0.618
5.550	0.612
5.700	0.606
5.850	0.596
6.000	0.589
6.150	0.586
6.300	0.581
6.450	0.578
6.600	0.574
6.750	0.575
6.900	0.565
7.050	0.570
7.200	0.563
7.350	0.564
7.500	0.566
7.650	0.569
7.800	0.563
7.950	0.562
8.100	0.565
8.250	0.563
8.400	0.563
8.550	0.559
8.700	0.562
8.850	0.561
9.000	0.557
9.150	0.561
9.300	0.559
9.450	0.562
9.600	0.558
9.750	0.562
9.900	0.561
10.050	0.565
10.200	0.563
10.350	0.565
10.500	0.566
10.650	0.567
10.800	0.568
10.950	0.565
11.100	0.565
11.250	0.565
11.400	0.560
11.550	0.559
11.700	0.555
11.850	0.562
12.000	0.558
12.150	0.556
12.300	0.559
12.450	0.566
12.600	0.563
12.750	0.569
12.900	0.575
13.050	0.572
13.200	0.572
13.350	0.567
13.500	0.574
13.650	0.566
13.800	0.562
13.950	0.561
14.100	0.563
14.250	0.561
14.400	0.564
14.550	0.568
14.700	0.572
14.850	0.574
15.000	0.577
15.000	0.580
