0.000	0.637
0.150	0.616
0.300	0.621
0.450	0.611
0.600	0.614
0.750	0.613
0.900	0.611
1.050	0.611
1.200	0.607
1.350	0.610
1.500	0.614
1.650	0.616
1.800	0.624
1.950	0.630
2.100	0.628
2.250	0.616
2.400	0.602
2.550	0.611
2.700	0.628
2.850	0.638
3.000	0.643
3.150	0.629
3.300	0.614
3.450	0.603
3.600	0.594
3.750	0.610
3.900	0.620
4.050	0.623
4.200	0.610
4.350	0.611
4.500	0.648
4.650	0.699
4.800	0.727
4.950	0.706
5.100	0.671
5.250	0.634
5.400	0.645
5.550	0.681
5.700	0.700
5.850	0.687
6.000	0.646
6.150	0.611
6.300	0.597
6.450	0.596
6.600	0.594
6.750	0.594
6.900	0.605
7.050	0.600
7.200	0.594
7.350	0.595
7.500	0.602
7.650	0.602
7.800	0.595
7.950	0.600
8.100	0.599
8.250	0.598
8.400	0.589
8.550	0.591
8.700	0.597
8.850	0.598
9.000	0.597
9.150	0.608
9.300	0.615
9.450	0.612
9.600	0.608
9.750	0.612
9.900	0.617
10.050	0.617
10.200	0.622
10.350	0.613
10.500	0.611
10.650	0.604
10.800	0.607
10.950	0.611
11.100	0.611
11.250	0.625
11.400	0.648
11.550	0.652
11.700	0.657
11.850	0.654
12.000	0.622
12.150	0.611
12.300	0.599
12.450	0.601
12.600	0.604
12.750	0.608
12.900	0.611
13.050	0.617
13.200	0.623
13.350	0.625
13.500	0.623
13.650	0.631
13.800	0.671
13.950	0.729
14.100	0.765
14.250	0.752
14.400	0.687
14.550	0.653
14.700	0.651
14.850	0.635
15.000	0.623
15.000	0.629
