0	2.052	195.73
0.75	2.058	196.607
1.5	1.982	198.678
2.25	2.013	204.5
3	1.951	212.175
3.75	2.032	220.144
4.5	1.906	228.304
5.25	1.981	236.483
6	1.911	245.045
6.75	1.92	254.309
7.5	1.965	263.735
8.25	1.867	274.19
9	1.898	284.949
9.75	1.979	295.09
10.5	1.947	304.613
11.25	1.883	316.077
12	1.862	327.238
12.75	1.908	337.625
13.5	1.891	346.809
14.25	1.805	356.552
15	1.865	368.686
