0.000	0.558
0.050	0.549
0.100	0.549
0.150	0.549
0.200	0.549
0.250	0.549
0.300	0.549
0.350	0.549
0.400	0.549
0.450	0.549
0.500	0.549
0.550	0.549
0.600	0.549
0.650	0.548
0.700	0.548
0.750	0.548
0.800	0.548
0.850	0.548
0.900	0.548
0.950	0.548
1.000	0.549
1.050	0.549
1.100	0.549
1.150	0.549
1.200	0.549
1.250	0.549
1.300	0.550
1.350	0.550
1.400	0.550
1.450	0.550
1.500	0.551
1.550	0.551
1.600	0.551
1.650	0.551
1.700	0.551
1.750	0.551
1.800	0.551
1.850	0.551
1.900	0.550
1.950	0.549
2.000	0.549
2.050	0.548
2.100	0.547
2.150	0.547
2.200	0.546
2.250	0.546
2.300	0.546
2.350	0.547
2.400	0.548
2.450	0.550
2.500	0.552
2.550	0.554
2.600	0.555
2.650	0.556
2.700	0.556
2.750	0.555
2.800	0.554
2.850	0.553
2.900	0.551
2.950	0.550
3.000	0.548
3.050	0.547
3.100	0.547
3.150	0.548
3.200	0.549
3.250	0.550
3.300	0.553
3.350	0.555
3.400	0.557
3.450	0.560
3.500	0.562
3.550	0.563
3.600	0.563
3.650	0.562
3.700	0.559
3.750	0.557
3.800	0.554
3.850	0.552
3.900	0.551
3.950	0.550
4.000	0.551
4.050	0.553
4.100	0.556
4.150	0.560
4.200	0.565
4.250	0.571
4.300	0.578
4.350	0.585
4.400	0.592
4.450	0.598
4.500	0.602
4.550	0.605
4.600	0.608
4.650	0.609
4.700	0.610
4.750	0.608
4.800	0.607
4.850	0.606
4.900	0.605
4.950	0.604
5.000	0.604
5.050	0.603
5.100	0.601
5.150	0.600
5.200	0.599
5.250	0.599
5.300	0.598
5.350	0.598
5.400	0.598
5.450	0.599
5.500	0.600
5.550	0.602
5.600	0.602
5.650	0.602
5.700	0.602
5.750	0.600
5.800	0.595
5.850	0.588
5.900	0.580
5.950	0.572
6.000	0.564
6.050	0.556
6.100	0.550
6.150	0.546
6.200	0.543
6.250	0.543
6.300	0.544
6.350	0.547
6.400	0.550
6.450	0.553
6.500	0.556
6.550	0.558
6.600	0.558
6.650	0.558
6.700	0.558
6.750	0.557
6.800	0.554
6.850	0.552
6.900	0.549
6.950	0.547
7.000	0.545
7.050	0.543
7.100	0.542
7.150	0.542
7.200	0.543
7.250	0.543
7.300	0.543
7.350	0.543
7.400	0.542
7.450	0.542
7.500	0.541
7.550	0.541
7.600	0.541
7.650	0.541
7.700	0.541
7.750	0.542
7.800	0.542
7.850	0.543
7.900	0.544
7.950	0.545
8.000	0.546
8.050	0.546
8.100	0.546
8.150	0.544
8.200	0.543
8.250	0.543
8.300	0.543
8.350	0.543
8.400	0.543
8.450	0.543
8.500	0.544
8.550	0.544
8.600	0.544
8.650	0.544
8.700	0.544
8.750	0.542
8.800	0.541
8.850	0.540
8.900	0.539
8.950	0.538
9.000	0.537
9.050	0.537
9.100	0.537
9.150	0.536
9.200	0.536
9.250	0.536
9.300	0.535
9.350	0.534
9.400	0.534
9.450	0.533
9.500	0.533
9.550	0.533
9.600	0.534
9.650	0.536
9.700	0.538
9.750	0.540
9.800	0.542
9.850	0.544
9.900	0.546
9.950	0.546
10.000	0.547
10.050	0.547
10.100	0.548
10.150	0.547
10.200	0.546
10.250	0.545
10.300	0.544
10.350	0.542
10.400	0.541
10.450	0.539
10.500	0.538
10.550	0.537
10.600	0.536
10.650	0.536
10.700	0.536
10.750	0.536
10.800	0.536
10.850	0.537
10.900	0.536
10.950	0.536
11.000	0.535
11.050	0.535
11.100	0.534
11.150	0.534
11.200	0.534
11.250	0.534
11.300	0.535
11.350	0.535
11.400	0.535
11.450	0.534
11.500	0.534
11.550	0.534
11.600	0.535
11.650	0.535
11.700	0.536
11.750	0.536
11.800	0.536
11.850	0.537
11.900	0.536
11.950	0.536
12.000	0.535
12.050	0.535
12.100	0.535
12.150	0.535
12.200	0.534
12.250	0.535
12.300	0.535
12.350	0.535
12.400	0.536
12.450	0.538
12.500	0.539
12.550	0.541
12.600	0.541
12.650	0.542
12.700	0.542
12.750	0.542
12.800	0.542
12.850	0.542
12.900	0.542
12.950	0.542
13.000	0.543
13.050	0.544
13.100	0.547
13.150	0.551
13.200	0.557
13.250	0.563
13.300	0.570
13.350	0.579
13.400	0.590
13.450	0.604
13.500	0.620
13.550	0.637
13.600	0.654
13.650	0.672
13.700	0.688
13.750	0.703
13.800	0.716
13.850	0.728
13.900	0.738
13.950	0.744
14.000	0.747
14.050	0.747
14.100	0.743
14.150	0.738
14.200	0.728
14.250	0.713
14.300	0.694
14.350	0.671
14.400	0.644
14.450	0.616
14.500	0.592
14.550	0.573
14.600	0.562
14.650	0.555
14.700	0.552
14.750	0.550
14.800	0.550
14.850	0.550
14.900	0.550
14.950	0.549
15.000	0.547
